Iter, Time, Residual(RHO), CL, CD
    774,    3.00914489,  2.71068411e-05,    0.0792078962,    0.0258821502
    775,    3.01303121,  2.61182118e-05,    0.0792078962,    0.0258821502
    776,    3.01691754,  2.51636536e-05,    0.0792078962,    0.0258821502
    777,    3.02080386,  2.42420772e-05,    0.0792078962,    0.0258821502
    778,    3.02469019,  2.33524243e-05,    0.0792078962,    0.0258821502
    779,    3.02857652,  2.24936674e-05,    0.0792078962,    0.0258821502
    780,    3.03246284,  2.16648087e-05,    0.0792078962,    0.0258821502
    781,    3.03634917,  2.08648794e-05,    0.0792078962,    0.0258821502
    782,    3.04023550,  2.00929393e-05,    0.0792078962,    0.0258821502
    783,    3.04412182,  1.93480756e-05,    0.0792078962,    0.0258821502
    784,    3.04800815,  1.86294027e-05,    0.0792078962,    0.0258821502
    785,    3.05189447,  1.79360610e-05,    0.0792078962,    0.0258821502
    786,    3.05578080,  1.72672169e-05,    0.0792078962,    0.0258821502
    787,    3.05966713,  1.66220614e-05,    0.0792078962,    0.0258821502
    788,    3.06355345,  1.59998100e-05,    0.0792078962,    0.0258821502
    789,    3.06743978,  1.53997017e-05,    0.0792078962,    0.0258821502
    790,    3.07132611,  1.48209989e-05,    0.0792078962,    0.0258821502
    791,    3.07521243,  1.42629860e-05,    0.0792078962,    0.0258821502
    792,    3.07909876,  1.37249697e-05,    0.0792078962,    0.0258821502
    793,    3.08298509,  1.32062776e-05,    0.0792078962,    0.0258821502
    794,    3.08687141,  1.27062583e-05,    0.0792078962,    0.0258821502
    795,    3.09075774,  1.22242803e-05,    0.0792078962,    0.0258821502
    796,    3.09464406,  1.17597320e-05,    0.0792078962,    0.0258821502
    797,    3.09853039,  1.13120204e-05,    0.0792078962,    0.0258821502
    798,    3.10241672,  1.08805716e-05,    0.0792078962,    0.0258821502
    799,    3.10630304,  1.04648293e-05,    0.0792078962,    0.0258821502
    800,    3.11018937,  1.00642549e-05,    0.0792078962,    0.0258821502
    801,    3.11407570,  9.67832679e-06,    0.0792078962,    0.0258821502
    802,    3.11796202,  9.30653998e-06,    0.0792078962,    0.0258821502
    803,    3.12184835,  8.94840553e-06,    0.0792078962,    0.0258821502
    804,    3.12573467,  8.60345012e-06,    0.0792078962,    0.0258821502
    805,    3.12962100,  8.27121566e-06,    0.0792078962,    0.0258821502
    806,    3.13350733,  7.95125878e-06,    0.0792078962,    0.0258821502
    807,    3.13739365,  7.64315045e-06,    0.0792078962,    0.0258821502
    808,    3.14127998,  7.34647555e-06,    0.0792078962,    0.0258821502
    809,    3.14516631,  7.06083249e-06,    0.0792078962,    0.0258821502
    810,    3.14905263,  6.78583275e-06,    0.0792078962,    0.0258821502
    811,    3.15293896,  6.52110058e-06,    0.0792078962,    0.0258821502
    812,    3.15682528,  6.26627256e-06,    0.0792078962,    0.0258821502
    813,    3.16071161,  6.02099725e-06,    0.0792078962,    0.0258821502
    814,    3.16459794,  5.78493484e-06,    0.0792078962,    0.0258821502
    815,    3.16848426,  5.55775682e-06,    0.0792078962,    0.0258821502
    816,    3.17237059,  5.33914559e-06,    0.0792078962,    0.0258821502
    817,    3.17625692,  5.12879418e-06,    0.0792078962,    0.0258821502
    818,    3.18014324,  4.92640589e-06,    0.0792078962,    0.0258821502
    819,    3.18402957,  4.73169401e-06,    0.0792078962,    0.0258821502
    820,    3.18791590,  4.54438149e-06,    0.0792078962,    0.0258821502
    821,    3.19180222,  4.36420064e-06,    0.0792078962,    0.0258821502
    822,    3.19568855,  4.19089287e-06,    0.0792078962,    0.0258821502
    823,    3.19957487,  4.02420838e-06,    0.0792078962,    0.0258821502
    824,    3.20346120,  3.86390588e-06,    0.0792078962,    0.0258821502
    825,    3.20734753,  3.70975236e-06,    0.0792078962,    0.0258821502
    826,    3.21123385,  3.56152281e-06,    0.0792078962,    0.0258821502
    827,    3.21512018,  3.41899995e-06,    0.0792078962,    0.0258821502
    828,    3.21900651,  3.28197400e-06,    0.0792078962,    0.0258821502
    829,    3.22289283,  3.15024247e-06,    0.0792078962,    0.0258821502
    830,    3.22677916,  3.02360987e-06,    0.0792078962,    0.0258821502
    831,    3.23066548,  2.90188755e-06,    0.0792078962,    0.0258821502
    832,    3.23455181,  2.78489340e-06,    0.0792078962,    0.0258821502
    833,    3.23843814,  2.67245173e-06,    0.0792078962,    0.0258821502
    834,    3.24232446,  2.56439300e-06,    0.0792078962,    0.0258821502
    835,    3.24621079,  2.46055364e-06,    0.0792078962,    0.0258821502
    836,    3.25009712,  2.36077585e-06,    0.0792078962,    0.0258821502
    837,    3.25398344,  2.26490741e-06,    0.0792078962,    0.0258821502
    838,    3.25786977,  2.17280152e-06,    0.0792078962,    0.0258821502
    839,    3.26175610,  2.08431659e-06,    0.0792078962,    0.0258821502
    840,    3.26564242,  1.99931607e-06,    0.0792078962,    0.0258821502
    841,    3.26952875,  1.91766831e-06,    0.0792078962,    0.0258821502
    842,    3.27341507,  1.83924637e-06,    0.0792078962,    0.0258821502
    843,    3.27730140,  1.76392788e-06,    0.0792078962,    0.0258821502
    844,    3.28118773,  1.69159487e-06,    0.0792078962,    0.0258821502
    845,    3.28507405,  1.62213364e-06,    0.0792078962,    0.0258821502
    846,    3.28896038,  1.55543460e-06,    0.0792078962,    0.0258821502
    847,    3.29284671,  1.49139214e-06,    0.0792078962,    0.0258821502
    848,    3.29673303,  1.42990448e-06,    0.0792078962,    0.0258821502
    849,    3.30061936,  1.37087359e-06,    0.0792078962,    0.0258821502
    850,    3.30450568,  1.31420497e-06,    0.0792078962,    0.0258821502
    851,    3.30839201,  1.25980763e-06,    0.0792078962,    0.0258821502
    852,    3.31227834,  1.20759389e-06,    0.0792078962,    0.0258821502
    853,    3.31616466,  1.15747932e-06,    0.0792078962,    0.0258821502
    854,    3.32005099,  1.10938259e-06,    0.0792078962,    0.0258821502
    855,    3.32393732,  1.06322538e-06,    0.0792078962,    0.0258821502
    856,    3.32782364,  1.01893229e-06,    0.0792078962,    0.0258821502
    857,    3.33170997,  9.76430693e-07,    0.0792078962,    0.0258821502
    858,    3.33559629,  9.35650689e-07,    0.0792078962,    0.0258821502
    859,    3.33948262,  8.96524976e-07,    0.0792078962,    0.0258821502
    860,    3.34336895,  8.58988771e-07,    0.0792078962,    0.0258821502
    861,    3.34725527,  8.22979719e-07,    0.0792078962,    0.0258821502
    862,    3.35114160,  7.88437807e-07,    0.0792078962,    0.0258821502
    863,    3.35502793,  7.55305279e-07,    0.0792078962,    0.0258821502
    864,    3.35891425,  7.23526561e-07,    0.0792078962,    0.0258821502
    865,    3.36280058,  6.93048176e-07,    0.0792078962,    0.0258821502
    866,    3.36668691,  6.63818674e-07,    0.0792078962,    0.0258821502
    867,    3.37057323,  6.35788558e-07,    0.0792078962,    0.0258821502
    868,    3.37445956,  6.08910214e-07,    0.0792078962,    0.0258821502
    869,    3.37834588,  5.83137842e-07,    0.0792078962,    0.0258821502
    870,    3.38223221,  5.58427389e-07,    0.0792078962,    0.0258821502
    871,    3.38611854,  5.34736491e-07,    0.0792078962,    0.0258821502
    872,    3.39000486,  5.12024406e-07,    0.0792078962,    0.0258821502
    873,    3.39389119,  4.90251957e-07,    0.0792078962,    0.0258821502
    874,    3.39777752,  4.69381477e-07,    0.0792078962,    0.0258821502
    875,    3.40166384,  4.49376750e-07,    0.0792078962,    0.0258821502
    876,    3.40555017,  4.30202958e-07,    0.0792078962,    0.0258821502
    877,    3.40943649,  4.11826634e-07,    0.0792078962,    0.0258821502
    878,    3.41332282,  3.94215608e-07,    0.0792078962,    0.0258821502
    879,    3.41720915,  3.77338959e-07,    0.0792078962,    0.0258821502
    880,    3.42109547,  3.61166970e-07,    0.0792078962,    0.0258821502
    881,    3.42498180,  3.45671085e-07,    0.0792078962,    0.0258821502
    882,    3.42886813,  3.30823861e-07,    0.0792078962,    0.0258821502
    883,    3.43275445,  3.16598932e-07,    0.0792078962,    0.0258821502
    884,    3.43664078,  3.02970965e-07,    0.0792078962,    0.0258821502
    885,    3.44052710,  2.89915621e-07,    0.0792078962,    0.0258821502
    886,    3.44441343,  2.77409521e-07,    0.0792078962,    0.0258821502
    887,    3.44829976,  2.65430206e-07,    0.0792078962,    0.0258821502
    888,    3.45218608,  2.53956106e-07,    0.0792078962,    0.0258821502
    889,    3.45607241,  2.42966503e-07,    0.0792078962,    0.0258821502
    890,    3.45995874,  2.32441501e-07,    0.0792078962,    0.0258821502
    891,    3.46384506,  2.22361993e-07,    0.0792078962,    0.0258821502
    892,    3.46773139,  2.12709633e-07,    0.0792078962,    0.0258821502
    893,    3.47161772,  2.03466804e-07,    0.0792078962,    0.0258821502
    894,    3.47550404,  1.94616596e-07,    0.0792078962,    0.0258821502
    895,    3.47939037,  1.86142769e-07,    0.0792078962,    0.0258821502
    896,    3.48327669,  1.78029739e-07,    0.0792078962,    0.0258821502
    897,    3.48716302,  1.70262544e-07,    0.0792078962,    0.0258821502
    898,    3.49104935,  1.62826822e-07,    0.0792078962,    0.0258821502
    899,    3.49493567,  1.55708792e-07,    0.0792078962,    0.0258821502
    900,    3.49882200,  1.48895226e-07,    0.0792078962,    0.0258821502
    901,    3.50270833,  1.42373430e-07,    0.0792078962,    0.0258821502
    902,    3.50659465,  1.36131225e-07,    0.0792078962,    0.0258821502
    903,    3.51048098,  1.30156923e-07,    0.0792078962,    0.0258821502
    904,    3.51436730,  1.24439311e-07,    0.0792078962,    0.0258821502
    905,    3.51825363,  1.18967631e-07,    0.0792078962,    0.0258821502
    906,    3.52213996,  1.13731563e-07,    0.0792078962,    0.0258821502
    907,    3.52602628,  1.08721208e-07,    0.0792078962,    0.0258821502
    908,    3.52991261,  1.03927069e-07,    0.0792078962,    0.0258821502
    909,    3.53379894,  9.93400398e-08,    0.0792078962,    0.0258821502
